도감번호,이름,KPNI국명,학명,관찰기준학명,과,자생구분,관찰건수,개화기_초안,계절_초안,희귀도_초안,관찰합계,관찰월분포,출처,기존200종,기존학명_낡음,대표색,주요서식지,AI난이도,비슷한꽃
,넓은잎개수염,넓은잎개수염,Eriocaulon alpestre,,Eriocaulaceae,자생식물,99,,,보통,1,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI변종정명,,,,,,
,중의무릇,중의무릇,Gagea nakaiana,,Liliaceae,자생식물,99,3~4월,봄,보통,68,1:0/2:0/3:39/4:25/5:3/6:0/7:0/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,큰등갈퀴,큰등갈퀴,Vicia pseudo-orobus,,Fabaceae,자생식물,99,,,보통,1,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,고추냉이,고추냉이,Eutrema japonicum,,Brassicaceae,자생식물,98,,,보통,5,1:0/2:0/3:0/4:4/5:0/6:0/7:1/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,가는기름나물,가는기름나물,Kitagawia komarovii,,Apiaceae,자생식물,98,,,보통,28,1:6/2:0/3:1/4:0/5:0/6:6/7:2/8:6/9:5/10:1/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,왕둥굴레,왕둥굴레,Polygonatum robustum,,Liliaceae,자생식물,98,,,보통,13,1:0/2:0/3:0/4:1/5:7/6:1/7:1/8:3/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,도깨비엉겅퀴,도깨비엉겅퀴,Cirsium schantarense,,Asteraceae,자생식물,96,5~9월,여름,보통,30,1:2/2:0/3:0/4:1/5:3/6:6/7:7/8:4/9:6/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,연리초,연리초,Lathyrus quinquenervius,,Fabaceae,자생식물,96,,,보통,9,1:0/2:0/3:0/4:0/5:7/6:1/7:0/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,가는괴불주머니,가는괴불주머니,Corydalis raddeana,,Fumariaceae,자생식물,95,,,보통,15,1:0/2:0/3:0/4:1/5:5/6:0/7:0/8:0/9:6/10:3/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,긴잎갈퀴,긴잎갈퀴,Galium boreale,,Rubiaceae,자생식물,95,,,보통,23,1:1/2:0/3:0/4:3/5:6/6:7/7:2/8:2/9:2/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,버즘나무,버즘나무,Platanus orientalis,,Platanaceae,재배식물,95,,,보통,7,1:0/2:0/3:0/4:1/5:4/6:0/7:0/8:1/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,넓은잎범꼬리,넓은잎범꼬리,Bistorta officinalis,,Polygonaceae,자생식물,94,,,보통,3,1:0/2:0/3:0/4:0/5:0/6:2/7:1/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,서양개보리뺑이,서양개보리뺑이,Lapsana communis,,Asteraceae,외래식물,94,,,보통,17,1:0/2:0/3:0/4:0/5:6/6:6/7:0/8:4/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,아욱,아욱,Malva verticillata,,Malvaceae,재배식물,94,,,보통,29,1:5/2:0/3:0/4:0/5:1/6:2/7:1/8:10/9:3/10:6/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,연잎꿩의다리,연잎꿩의다리,Thalictrum coreanum,,Ranunculaceae,자생식물,94,,,보통,1,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:0/9:0/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,봄구슬붕이,봄구슬붕이,Gentiana thunbergii,,Gentianaceae,자생식물,93,,,보통,2,1:0/2:0/3:0/4:1/5:1/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,나도생강,나도생강,Pollia japonica,,Commelinaceae,자생식물,93,,,보통,28,1:3/2:0/3:0/4:1/5:5/6:6/7:6/8:2/9:2/10:3/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,층층둥굴레,층층둥굴레,Polygonatum stenophyllum,,Liliaceae,자생식물,93,,,보통,17,1:0/2:0/3:0/4:0/5:3/6:10/7:2/8:2/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,털양지꽃,털양지꽃,Potentilla squamosa,,Rosaceae,자생식물,93,4월,봄,보통,32,1:0/2:0/3:5/4:16/5:2/6:2/7:7/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,황새승마,황새승마,Actaea cimicifuga,,Ranunculaceae,자생식물,92,,,보통,21,1:8/2:0/3:0/4:0/5:0/6:1/7:5/8:2/9:5/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,사창분취,사창분취,Saussurea calcicola,,Asteraceae,자생식물,92,,,보통,24,1:0/2:0/3:1/4:1/5:3/6:3/7:2/8:1/9:12/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,참깨,참깨,Sesamum indicum,,Pedaliaceae,재배식물,92,,,보통,26,1:1/2:0/3:0/4:1/5:0/6:1/7:11/8:9/9:0/10:3/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,땅귀개,땅귀개,Utricularia bifida,,Lentibulariaceae,자생식물,92,8~10월,가을,보통,39,1:3/2:0/3:0/4:1/5:0/6:3/7:2/8:9/9:5/10:14/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,들떡쑥,들떡쑥,Leontopodium leontopodioides,,Asteraceae,자생식물,91,,,보통,6,1:0/2:0/3:0/4:0/5:1/6:2/7:0/8:1/9:2/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,좁은잎미꾸리낚시,좁은잎미꾸리낚시,Persicaria praetermissa,,Polygonaceae,자생식물,91,,,보통,24,1:0/2:0/3:0/4:1/5:0/6:6/7:3/8:7/9:5/10:2/11:0/12:0,GBIF관찰+KPNI변종정명,,,,,,
,무환자나무,무환자나무,Sapindus mukorossi,,Sapindaceae,재배식물,91,,,보통,11,1:0/2:0/3:2/4:1/5:1/6:2/7:0/8:2/9:0/10:3/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,공조팝나무,공조팝나무,Spiraea cantoniensis,,Rosaceae,재배식물,91,,,보통,21,1:1/2:0/3:0/4:5/5:15/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,박달목서,박달목서,Osmanthus insularis,,Oleaceae,자생식물,90,,,보통,3,1:0/2:0/3:0/4:0/5:0/6:0/7:2/8:0/9:0/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,인가목,인가목,Rosa acicularis,,Rosaceae,자생식물,90,,,보통,16,1:0/2:0/3:0/4:0/5:2/6:5/7:2/8:4/9:3/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,골병꽃나무,골병꽃나무,Weigela hortensis,,Caprifoliaceae,재배식물,90,,,보통,6,1:0/2:0/3:0/4:2/5:4/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,금강봄맞이,금강봄맞이,Androsace cortusifolia,,Primulaceae,자생식물,89,,,보통,4,1:0/2:0/3:0/4:1/5:0/6:0/7:2/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,애기장대,애기장대,Arabidopsis thaliana,,Brassicaceae,자생식물,89,,,보통,21,1:0/2:1/3:8/4:9/5:1/6:0/7:1/8:1/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,과꽃,과꽃,Callistephus chinensis,,Asteraceae,자생식물,89,,,보통,9,1:0/2:0/3:0/4:1/5:0/6:1/7:1/8:1/9:3/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,영주치자,영주치자,Gardneria nutans,,Loganiaceae,자생식물,89,,,보통,21,1:0/2:0/3:0/4:4/5:3/6:4/7:4/8:1/9:2/10:3/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,수호초,수호초,Pachysandra terminalis,,Buxaceae,재배식물,89,2~5월,봄,보통,66,1:2/2:8/3:13/4:12/5:8/6:3/7:1/8:4/9:4/10:7/11:3/12:1,GBIF관찰+KPNI정명,,,,,,
,숙은꽃장포,숙은꽃장포,Tofieldia coccinea,,Liliaceae,자생식물,89,,,보통,0,,GBIF관찰+KPNI정명,,,,,,
,구슬꽃나무,구슬꽃나무,Adina rubella,,Rubiaceae,자생식물,88,,,보통,10,1:0/2:0/3:0/4:0/5:3/6:1/7:4/8:0/9:2/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,흰괴불나무,흰괴불나무,Lonicera tatarinowii,,Caprifoliaceae,자생식물,88,,,보통,4,1:0/2:0/3:0/4:0/5:3/6:0/7:0/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,홍노도라지,홍노도라지,Peracarpa carnosa,,Campanulaceae,자생식물,88,,,보통,29,1:0/2:0/3:1/4:9/5:6/6:5/7:4/8:2/9:1/10:1/11:0/12:0,GBIF관찰+KPNI변종정명,,,,,,
,물고추나물,물고추나물,Triadenum japonicum,,Clusiaceae,자생식물,88,,,보통,8,1:0/2:0/3:0/4:1/5:0/6:2/7:1/8:0/9:3/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,잇꽃,잇꽃,Carthamus tinctorius,,Asteraceae,재배식물,87,,,보통,1,1:0/2:0/3:0/4:0/5:0/6:1/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,회향,회향,Foeniculum vulgare,,Apiaceae,재배식물,87,,,보통,4,1:0/2:0/3:0/4:0/5:0/6:1/7:1/8:0/9:0/10:1/11:0/12:1,GBIF관찰+KPNI정명,,,,,,
,호비수리,호비수리,Lespedeza davurica,,Fabaceae,자생식물,87,8~9월,가을,보통,48,1:4/2:0/3:0/4:1/5:1/6:4/7:1/8:22/9:11/10:4/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,큰각시취,큰각시취,Saussurea japonica,,Asteraceae,자생식물,87,,,보통,10,1:2/2:0/3:0/4:0/5:1/6:0/7:1/8:0/9:6/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,분단나무,분단나무,Viburnum furcatum,,Caprifoliaceae,자생식물,87,,,보통,16,1:0/2:0/3:0/4:0/5:3/6:2/7:6/8:1/9:3/10:0/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,참시호,참시호,Bupleurum scorzonerifolium,,Apiaceae,자생식물,86,,,보통,2,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:0/9:1/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,꽃쥐손이,꽃쥐손이,Geranium platyanthum,,Geraniaceae,자생식물,86,,,보통,27,1:0/2:0/3:0/4:0/5:2/6:14/7:7/8:2/9:2/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,좀개자리,좀개자리,Medicago minima,,Fabaceae,외래식물,86,,,보통,23,1:0/2:0/3:0/4:4/5:9/6:7/7:0/8:1/9:1/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,묵밭소리쟁이,묵밭소리쟁이,Rumex conglomeratus,,Polygonaceae,외래식물,86,,,보통,0,,GBIF관찰+KPNI정명,,,,,,
,들쭉나무,들쭉나무,Vaccinium uliginosum,,Ericaceae,자생식물,86,,,보통,2,1:0/2:0/3:1/4:0/5:0/6:0/7:0/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,긴잎제비꽃,긴잎제비꽃,Viola ovato-oblonga,,Violaceae,자생식물,86,,,보통,4,1:0/2:0/3:1/4:2/5:1/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,산새콩,산새콩,Lathyrus vaniotii,,Fabaceae,자생식물,85,5~6월,여름,보통,32,1:0/2:0/3:0/4:1/5:7/6:15/7:2/8:1/9:3/10:3/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,우엉,우엉,Arctium lappa,,Asteraceae,재배식물,84,5~8월,여름,보통,37,1:0/2:0/3:1/4:3/5:6/6:7/7:10/8:4/9:1/10:5/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,태산목,태산목,Magnolia grandiflora,,Magnoliaceae,재배식물,84,,,보통,15,1:0/2:0/3:0/4:5/5:2/6:5/7:1/8:0/9:1/10:0/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,금소리쟁이,금소리쟁이,Rumex maritimus,,Polygonaceae,자생식물,84,,,보통,24,1:0/2:0/3:0/4:1/5:2/6:13/7:2/8:2/9:3/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,긴갓냉이,긴갓냉이,Sisymbrium orientale,,Brassicaceae,외래식물,84,,,보통,9,1:1/2:1/3:3/4:1/5:2/6:1/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,왜당귀,왜당귀,Angelica acutiloba,,Apiaceae,재배식물,83,,,보통,27,1:0/2:0/3:1/4:4/5:7/6:6/7:1/8:4/9:1/10:3/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,괴불주머니,괴불주머니,Corydalis pallida,,Fumariaceae,자생식물,83,4~5월,봄,보통,35,1:1/2:0/3:0/4:11/5:11/6:3/7:3/8:2/9:4/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,우단담배풀,우단담배풀,Verbascum thapsus,,Scrophulariaceae,재배식물,83,6~8월,여름,보통,45,1:2/2:0/3:0/4:1/5:2/6:12/7:15/8:7/9:2/10:2/11:0/12:2,GBIF관찰+KPNI정명,,,,,,
,애기아욱,애기아욱,Malva parviflora,,Malvaceae,외래식물,82,,,보통,17,1:1/2:0/3:2/4:5/5:1/6:1/7:0/8:3/9:2/10:1/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,소래풀,소래풀,Orychophragmus violaceus,,Brassicaceae,자생식물,82,3~5월,봄,보통,73,1:0/2:0/3:15/4:42/5:15/6:0/7:0/8:0/9:0/10:0/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,인삼,인삼,Panax ginseng,,Araliaceae,자생식물,82,,,보통,12,1:0/2:0/3:0/4:2/5:2/6:1/7:4/8:0/9:2/10:0/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,라즈베리,라즈베리,Rubus idaeus,,Rosaceae,재배식물,82,,,보통,19,1:1/2:0/3:0/4:2/5:3/6:6/7:3/8:0/9:3/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
89,부용,부용,Hibiscus mutabilis,,Malvaceae,재배식물,81,6~10월,여름,보통,31,1:2/2:0/3:0/4:0/5:0/6:4/7:10/8:4/9:7/10:4/11:0/12:0,GBIF관찰+KPNI정명,Y,,분홍,공원·정원,상,"무궁화,접시꽃"
,만주송이풀,만주송이풀,Pedicularis mandshurica,,Scrophulariaceae,자생식물,81,,,보통,4,1:0/2:0/3:0/4:1/5:1/6:0/7:0/8:1/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,국화잎아욱,국화잎아욱,Modiola caroliniana,,Malvaceae,외래식물,80,,,보통,23,1:0/2:0/3:0/4:5/5:6/6:6/7:5/8:1/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,좀민들레,좀민들레,Taraxacum hallaisanense,,Asteraceae,자생식물,80,,,보통,15,1:0/2:0/3:2/4:5/5:4/6:1/7:0/8:1/9:2/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,말뱅이나물,말뱅이나물,Gypsophila vaccaria,,Caryophyllaceae,재배식물,79,,,보통,13,1:1/2:0/3:0/4:1/5:6/6:3/7:0/8:2/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,구름송이풀,구름송이풀,Pedicularis verticillata,,Scrophulariaceae,자생식물,79,,,보통,1,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:1/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,좀갈매나무,좀갈매나무,Rhamnus taquetii,,Rhamnaceae,자생식물,79,,,보통,1,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,현삼,현삼,Scrophularia buergeriana,,Scrophulariaceae,자생식물,79,,,보통,16,1:2/2:0/3:0/4:0/5:0/6:2/7:2/8:4/9:5/10:0/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
16,애기동백,애기동백,Camellia sasanqua,,Theaceae,재배식물,78,12~1월,겨울,보통,36,1:6/2:3/3:4/4:0/5:0/6:1/7:1/8:0/9:0/10:2/11:2/12:17,GBIF관찰+KPNI정명,Y,,분홍,공원·정원,중,동백꽃
,산당근,산당근,Daucus carota,,Apiaceae,외래식물,78,,,보통,17,1:1/2:0/3:0/4:1/5:0/6:5/7:3/8:4/9:1/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,비진도콩,비진도콩,Dumasia truncata,,Fabaceae,자생식물,78,,,보통,26,1:3/2:0/3:0/4:0/5:0/6:2/7:4/8:4/9:5/10:3/11:5/12:0,GBIF관찰+KPNI정명,,,,,,
,자주풀솜나물,자주풀솜나물,Gamochaeta purpurea,,Asteraceae,외래식물,78,,,보통,15,1:0/2:0/3:0/4:0/5:6/6:8/7:0/8:0/9:0/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,부령소리쟁이,부령소리쟁이,Rumex patientia,,Polygonaceae,외래식물,78,,,보통,17,1:0/2:0/3:0/4:0/5:5/6:5/7:3/8:2/9:1/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,꽃버들,꽃버들,Salix udensis,,Salicaceae,자생식물,78,,,보통,1,1:0/2:0/3:1/4:0/5:0/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,덩굴박주가리,덩굴박주가리,Vincetoxicum nipponicum,,Apocynaceae,자생식물,78,,,보통,17,1:0/2:0/3:0/4:0/5:2/6:0/7:13/8:1/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,처진물봉선,처진물봉선,Impatiens furcillata,,Balsaminaceae,자생식물,77,8월,여름,보통,42,1:0/2:0/3:0/4:1/5:0/6:0/7:2/8:27/9:8/10:4/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,가는잎산들깨,가는잎산들깨,Mosla chinensis,,Lamiaceae,자생식물,77,9~10월,가을,보통,32,1:3/2:0/3:0/4:0/5:2/6:0/7:3/8:1/9:7/10:15/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,버들잎엉겅퀴,버들잎엉겅퀴,Cirsium lineare,,Asteraceae,자생식물,76,,,보통,4,1:2/2:0/3:0/4:0/5:0/6:0/7:0/8:2/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,꽃패랭이꽃,꽃패랭이꽃,Dianthus superbus,,Caryophyllaceae,자생식물,76,,,보통,3,1:0/2:0/3:0/4:0/5:0/6:1/7:1/8:1/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,낚시돌풀,낚시돌풀,Leptopetalum coreanum,,Rubiaceae,자생식물,76,7월,여름,보통,33,1:1/2:0/3:0/4:0/5:1/6:3/7:10/8:0/9:6/10:5/11:7/12:0,GBIF관찰+KPNI정명,,,,,,
,톱바위취,톱바위취,Micranthes nelsoniana,,Saxifragaceae,자생식물,76,,,보통,21,1:0/2:0/3:1/4:10/5:3/6:5/7:2/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,당버들,당버들,Populus simonii,,Salicaceae,자생식물,76,,,보통,0,,GBIF관찰+KPNI정명,,,,,,
,끈끈이장구채,끈끈이장구채,Silene koreana,,Caryophyllaceae,자생식물,76,,,보통,15,1:0/2:0/3:0/4:3/5:0/6:3/7:6/8:3/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,덕우기름나물,덕우기름나물,Sillaphyton podagraria,,Apiaceae,자생식물,76,,,보통,27,1:0/2:0/3:0/4:0/5:3/6:6/7:4/8:6/9:3/10:5/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,섬다래,섬다래,Actinidia rufa,,Actinidiaceae,자생식물,75,,,보통,9,1:0/2:0/3:0/4:0/5:5/6:0/7:0/8:1/9:2/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,들바람꽃,들바람꽃,Anemone amurensis,,Ranunculaceae,자생식물,75,,,보통,22,1:0/2:0/3:4/4:15/5:2/6:0/7:0/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,참외,참외,Cucumis melo,,Cucurbitaceae,재배식물,75,,,보통,28,1:2/2:0/3:0/4:1/5:0/6:0/7:2/8:5/9:8/10:8/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,백서향,백서향,Daphne kiusiana,,Thymelaeaceae,자생식물,75,1~5월,봄,보통,32,1:8/2:3/3:3/4:7/5:4/6:0/7:0/8:2/9:5/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,갯패랭이꽃,갯패랭이꽃,Dianthus japonicus,,Caryophyllaceae,자생식물,75,,,보통,21,1:0/2:0/3:2/4:2/5:3/6:2/7:9/8:0/9:1/10:1/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,도꼬로마,도꼬로마,Dioscorea tokoro,,Dioscoreaceae,자생식물,75,,,보통,10,1:0/2:0/3:0/4:0/5:4/6:3/7:0/8:2/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,왜개연꽃,왜개연꽃,Nuphar pumila,,Nymphaeaceae,자생식물,75,,,보통,10,1:0/2:0/3:0/4:1/5:2/6:1/7:2/8:3/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
158,채송화,채송화,Portulaca grandiflora,,Portulacaceae,재배식물,75,7~9월,여름,보통,49,1:2/2:0/3:0/4:0/5:0/6:2/7:8/8:18/9:15/10:2/11:2/12:0,GBIF관찰+KPNI정명,Y,,기타,화단·화분,중,송엽국
,왕도깨비바늘,왕도깨비바늘,Bidens subalternans,,Asteraceae,외래식물,74,9~10월,가을,보통,37,1:0/2:0/3:0/4:0/5:0/6:0/7:10/8:0/9:15/10:7/11:5/12:0,GBIF관찰+KPNI정명,,,,,,
,대부도냉이,대부도냉이,Lepidium perfoliatum,,Brassicaceae,외래식물,74,,,보통,0,,GBIF관찰+KPNI정명,,,,,,
,이노리나무,이노리나무,Malus komarovii,,Rosaceae,자생식물,74,,,보통,3,1:0/2:0/3:0/4:1/5:1/6:0/7:0/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,시베리아살구,시베리아살구,Prunus sibirica,,Rosaceae,자생식물,74,,,보통,7,1:0/2:0/3:0/4:1/5:1/6:2/7:1/8:1/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,팥꽃나무,팥꽃나무,Wikstroemia genkwa,,Thymelaeaceae,자생식물,74,,,보통,13,1:1/2:0/3:1/4:3/5:5/6:1/7:0/8:1/9:0/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,국화잎가막사리,국화잎가막사리,Bidens maximowicziana,,Asteraceae,자생식물,73,,,보통,28,1:5/2:0/3:0/4:0/5:1/6:1/7:3/8:8/9:9/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,파슬리,파슬리,Petroselinum crispum,,Apiaceae,재배식물,73,,,보통,0,,GBIF관찰+KPNI정명,,,,,,
,결명자,결명자,Senna tora,,Fabaceae,재배식물,73,8~10월,가을,보통,35,1:0/2:0/3:0/4:0/5:0/6:1/7:0/8:6/9:10/10:15/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,섬현호색,섬현호색,Corydalis filistipes,,Fumariaceae,자생식물,72,,,보통,4,1:0/2:0/3:0/4:4/5:0/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,가는잎소리쟁이,가는잎소리쟁이,Rumex stenophyllus,,Polygonaceae,자생식물,72,,,보통,10,1:0/2:0/3:0/4:0/5:3/6:6/7:1/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,강계버들,강계버들,Salix kangensis,,Salicaceae,자생식물,72,,,보통,2,1:0/2:0/3:1/4:1/5:0/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,삼백초,삼백초,Saururus chinensis,,Saururaceae,자생식물,72,,,보통,19,1:0/2:0/3:0/4:1/5:1/6:15/7:0/8:1/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,솜분취,솜분취,Saussurea eriophylla,,Asteraceae,자생식물,72,,,보통,11,1:3/2:0/3:0/4:2/5:0/6:0/7:2/8:1/9:3/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,상치아재비,상치아재비,Valerianella locusta,,Valerianaceae,외래식물,72,,,보통,10,1:0/2:0/3:0/4:5/5:3/6:1/7:0/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,산분꽃나무,산분꽃나무,Viburnum burejaeticum,,Caprifoliaceae,자생식물,72,,,보통,1,1:0/2:0/3:0/4:0/5:1/6:0/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,율무쑥,율무쑥,Artemisia koidzumii,,Asteraceae,자생식물,71,8~9월,가을,보통,38,1:13/2:0/3:0/4:0/5:0/6:1/7:3/8:6/9:15/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
75,데이지,데이지,Bellis perennis,,Asteraceae,재배식물,71,,,보통,17,1:0/2:0/3:0/4:1/5:9/6:4/7:1/8:1/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,Y,,흰색,화단,중,-
,순채,순채,Brasenia schreberi,,Cabombaceae,자생식물,71,,,보통,12,1:0/2:0/3:0/4:0/5:2/6:4/7:1/8:1/9:1/10:1/11:1/12:1,GBIF관찰+KPNI정명,,,,,,
,가는잎한련초,가는잎한련초,Eclipta alba,,Asteraceae,외래식물,71,,,보통,29,1:0/2:0/3:0/4:0/5:0/6:0/7:0/8:5/9:20/10:4/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,긴병꽃풀,긴병꽃풀,Glechoma longituba,,Lamiaceae,자생식물,71,4월,봄,보통,33,1:0/2:0/3:4/4:14/5:4/6:3/7:1/8:2/9:1/10:3/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,동강할미꽃,동강할미꽃,Pulsatilla tongkangensis,,Ranunculaceae,자생식물,71,,,보통,19,1:0/2:0/3:6/4:2/5:10/6:1/7:0/8:0/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,제주진득찰,제주진득찰,Sigesbeckia orientalis,,Asteraceae,자생식물,71,,,보통,25,1:5/2:0/3:0/4:1/5:0/6:0/7:0/8:0/9:7/10:4/11:8/12:0,GBIF관찰+KPNI정명,,,,,,
,감자,감자,Solanum tuberosum,,Solanaceae,재배식물,71,,,보통,20,1:0/2:0/3:0/4:4/5:7/6:6/7:1/8:0/9:0/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,가는돌쩌귀,가는돌쩌귀,Aconitum villosum,,Ranunculaceae,자생식물,70,,,보통,5,1:0/2:0/3:0/4:1/5:3/6:0/7:0/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
