파일명,도감번호,이름,학명,과,개화기_초안,희귀도_초안,상태
0455_금꿩의다리.png,455,금꿩의다리,Thalictrum rochebruneanum,Ranunculaceae,,보통,미납품
0456_금난초.png,456,금난초,Cephalanthera falcata,Orchidaceae,5월,흔함,미납품
0457_금떡쑥.png,457,금떡쑥,Pseudognaphalium hypoleucum,Asteraceae,,보통,미납품
0458_금마타리.png,458,금마타리,Patrinia saniculifolia,Valerianaceae,4~9월,흔함,미납품
0459_금매화.png,459,금매화,Trollius ledebourii,Ranunculaceae,,귀함,미납품
0460_금방망이.png,460,금방망이,Senecio nemorensis,Asteraceae,7~10월,보통,미납품
0461_금불초.png,461,금불초,Inula japonica,Asteraceae,7~10월,흔함,미납품
0462_금붓꽃.png,462,금붓꽃,Iris minutoaurea,Iridaceae,4월,흔함,미납품
0463_금소리쟁이.png,463,금소리쟁이,Rumex maritimus,Polygonaceae,,보통,미납품
0464_금어초.png,464,금어초,Antirrhinum majus,Scrophulariaceae,,귀함,미납품
0465_금영화.png,465,금영화,Eschscholzia californica,Papaveraceae,,귀함,미납품
0466_금잔화.png,466,금잔화,Calendula arvensis,Asteraceae,,귀함,미납품
0467_금창초.png,467,금창초,Ajuga decumbens,Lamiaceae,4~5월,흔함,미납품
0468_기는괭이눈.png,468,기는괭이눈,Chrysosplenium epigealum,Saxifragaceae,,귀함,미납품
0469_기는미나리아재비.png,469,기는미나리아재비,Ranunculus repens,Ranunculaceae,,귀함,미납품
0470_긴갓냉이.png,470,긴갓냉이,Sisymbrium orientale,Brassicaceae,,보통,미납품
0471_긴개별꽃.png,471,긴개별꽃,Pseudostellaria japonica,Caryophyllaceae,,보통,미납품
0472_긴꼬리제비꽃.png,472,긴꼬리제비꽃,Viola inconspicua,Violaceae,,귀함,미납품
0473_긴꽃며느리밥풀.png,473,긴꽃며느리밥풀,Melampyrum koreanum,Scrophulariaceae,,귀함,미납품
0474_긴담배풀.png,474,긴담배풀,Carpesium divaricatum,Asteraceae,7~9월,흔함,미납품
0475_긴뚝갈.png,475,긴뚝갈,Patrinia monandra,Valerianaceae,,보통,미납품
0476_긴미꾸리낚시.png,476,긴미꾸리낚시,Persicaria hastatosagittata,Polygonaceae,,보통,미납품
0477_긴병꽃풀.png,477,긴병꽃풀,Glechoma longituba,Lamiaceae,4월,보통,미납품
0478_긴사상자.png,478,긴사상자,Osmorhiza aristata,Apiaceae,4~7월,흔함,미납품
0479_긴잎갈퀴.png,479,긴잎갈퀴,Galium boreale,Rubiaceae,,보통,미납품
0480_긴잎곰취.png,480,긴잎곰취,Ligularia jaluensis,Asteraceae,,귀함,미납품
0481_긴잎단풍딸기.png,481,긴잎단풍딸기,Rubus palmatus,Rosaceae,,보통,미납품
0482_긴잎달맞이꽃.png,482,긴잎달맞이꽃,Oenothera stricta,Onagraceae,,보통,미납품
0483_긴잎별꽃.png,483,긴잎별꽃,Stellaria longifolia,Caryophyllaceae,,귀함,미납품
0484_긴잎여로.png,484,긴잎여로,Veratrum maackii,Liliaceae,5~9월,흔함,미납품
0485_긴잎제비꽃.png,485,긴잎제비꽃,Viola ovato-oblonga,Violaceae,,보통,미납품
0486_긴잎조팝나무.png,486,긴잎조팝나무,Spiraea media,Rosaceae,,귀함,미납품
0487_긴털댕강나무.png,487,긴털댕강나무,Zabelia densipila,Caprifoliaceae,,귀함,미납품
0488_긴포마편초.png,488,긴포마편초,Verbena bracteata,Verbenaceae,,귀함,미납품
0489_긴화살여뀌.png,489,긴화살여뀌,Persicaria breviochreata,Polygonaceae,8~9월,보통,미납품
0490_길다닥냉이.png,490,길다닥냉이,Lepidium densiflorum,Brassicaceae,,보통,미납품
0491_길뚝개꽃.png,491,길뚝개꽃,Anthemis arvensis,Asteraceae,,보통,미납품
0492_길마가지나무.png,492,길마가지나무,Lonicera harae,Caprifoliaceae,,보통,미납품
0493_김의난초.png,493,김의난초,Cephalanthera longifolia,Orchidaceae,,귀함,미납품
0494_깃털장대.png,494,깃털장대,Sisymbrium irio,Brassicaceae,,귀함,미납품
0495_까마귀머루.png,495,까마귀머루,Vitis ficifolia,Vitaceae,5~10월,흔함,미납품
0496_까마귀베개.png,496,까마귀베개,Rhamnella franguloides,Rhamnaceae,5~9월,흔함,미납품
0497_까마중.png,497,까마중,Solanum nigrum,Solanaceae,7~10월,흔함,미납품
0498_까실쑥부쟁이.png,498,까실쑥부쟁이,Aster ageratoides,Asteraceae,9~10월,흔함,미납품
0499_까실천인국.png,499,까실천인국,Gaillardia aristata,Asteraceae,,귀함,미납품
0500_까치고들빼기.png,500,까치고들빼기,Crepidiastrum chelidoniifolium,Asteraceae,7~9월,흔함,미납품
0501_까치발.png,501,까치발,Bidens parviflora,Asteraceae,9월,보통,미납품
0502_까치밥나무.png,502,까치밥나무,Ribes mandshuricum,Saxifragaceae,4~7월,흔함,미납품
0503_깔끔좁쌀풀.png,503,깔끔좁쌀풀,Euphrasia coreana,Scrophulariaceae,,귀함,미납품
0504_께묵.png,504,께묵,Hololeion maximowiczii,Asteraceae,7~10월,보통,미납품
0505_꼬리까치밥나무.png,505,꼬리까치밥나무,Ribes komarovii,Saxifragaceae,,보통,미납품
0506_꼬리말발도리.png,506,꼬리말발도리,Deutzia paniculata,Saxifragaceae,,보통,미납품
0507_꼬리조팝나무.png,507,꼬리조팝나무,Spiraea salicifolia,Rosaceae,7~9월,흔함,미납품
0508_꼬리진달래.png,508,꼬리진달래,Rhododendron micranthum,Ericaceae,3~8월,흔함,미납품
0509_꼬마은난초.png,509,꼬마은난초,Cephalanthera subaphylla,Orchidaceae,,보통,미납품
0510_꼭지연잎꿩의다리.png,510,꼭지연잎꿩의다리,Thalictrum ichangense,Ranunculaceae,,보통,미납품
0511_꽃갈퀴덩굴.png,511,꽃갈퀴덩굴,Sherardia arvensis,Rubiaceae,,귀함,미납품
0512_꽃개오동.png,512,꽃개오동,Catalpa bignonioides,Bignoniaceae,,귀함,미납품
0513_꽃꿩의다리.png,513,꽃꿩의다리,Thalictrum petaloideum,Ranunculaceae,,보통,미납품
0514_꽃냉이.png,514,꽃냉이,Cardamine pratensis,Brassicaceae,,귀함,미납품
0515_꽃다지.png,515,꽃다지,Draba nemorosa,Brassicaceae,3~5월,흔함,미납품
0516_꽃단풍.png,516,꽃단풍,Acer pycnanthum,Aceraceae,,보통,미납품
0517_꽃대.png,517,꽃대,Chloranthus serratus,Chloranthaceae,,귀함,미납품
0518_꽃받이.png,518,꽃받이,Bothriospermum zeylanicum,Boraginaceae,4~5월,흔함,미납품
0519_꽃버들.png,519,꽃버들,Salix udensis,Salicaceae,,보통,미납품
0520_꽃벚나무.png,520,꽃벚나무,Prunus serrulata,Rosaceae,,보통,미납품
0521_꽃상치.png,521,꽃상치,Cichorium endivia,Asteraceae,,귀함,미납품
0522_꽃생강.png,522,꽃생강,Hedychium coronarium,Zingiberaceae,,귀함,미납품
0523_꽃싸리.png,523,꽃싸리,Campylotropis macrocarpa,Fabaceae,8~9월,보통,미납품
0524_꽃아까시나무.png,524,꽃아까시나무,Robinia hispida,Fabaceae,,보통,미납품
0525_꽃쥐손이.png,525,꽃쥐손이,Geranium platyanthum,Geraniaceae,,보통,미납품
0526_꽃패랭이꽃.png,526,꽃패랭이꽃,Dianthus superbus,Caryophyllaceae,,보통,미납품
0527_꽃향유.png,527,꽃향유,Elsholtzia splendens,Lamiaceae,9~10월,흔함,미납품
0528_꽝꽝나무.png,528,꽝꽝나무,Ilex crenata,Aquifoliaceae,,흔함,미납품
0529_꿩의다리아재비.png,529,꿩의다리아재비,Caulophyllum robustum,Berberidaceae,5~8월,흔함,미납품
0530_꿩의바람꽃.png,530,꿩의바람꽃,Anemone raddeana,Ranunculaceae,3~4월,흔함,미납품
0531_꿩의비름.png,531,꿩의비름,Hylotelephium erythrostictum,Crassulaceae,8~9월,보통,미납품
0532_끈끈이여뀌.png,532,끈끈이여뀌,Persicaria viscofera,Polygonaceae,8~9월,흔함,미납품
0533_끈끈이장구채.png,533,끈끈이장구채,Silene koreana,Caryophyllaceae,,보통,미납품
0534_끈끈이주걱.png,534,끈끈이주걱,Drosera rotundifolia,Droseraceae,4~8월,보통,미납품
0535_끈적털갯개미자리.png,535,끈적털갯개미자리,Spergularia bocconei,Caryophyllaceae,,보통,미납품
0536_나나벌이난초.png,536,나나벌이난초,Liparis krameri,Orchidaceae,6~8월,보통,미납품
0537_나도갈퀴덩굴.png,537,나도갈퀴덩굴,Galium aparine,Rubiaceae,,보통,미납품
0538_나도공단풀.png,538,나도공단풀,Sida rhombifolia,Malvaceae,,보통,미납품
0539_나도국수나무.png,539,나도국수나무,Neillia uekii,Rosaceae,,보통,미납품
0540_나도냉이.png,540,나도냉이,Barbarea orthoceras,Brassicaceae,4~5월,흔함,미납품
0541_나도닭의덩굴.png,541,나도닭의덩굴,Fallopia convolvulus,Polygonaceae,5~9월,보통,미납품
0542_나도독미나리.png,542,나도독미나리,Conium maculatum,Apiaceae,,귀함,미납품
0543_나도민들레.png,543,나도민들레,Crepis tectorum,Asteraceae,,보통,미납품
0544_나도바람꽃.png,544,나도바람꽃,Enemion raddeanum,Ranunculaceae,4~5월,보통,미납품
0545_나도밤나무.png,545,나도밤나무,Meliosma myriantha,Sabiaceae,4~7월,흔함,미납품
0546_나도생강.png,546,나도생강,Pollia japonica,Commelinaceae,,보통,미납품
0547_나도송이풀.png,547,나도송이풀,Phtheirospermum japonicum,Scrophulariaceae,9~10월,흔함,미납품
0548_나도수영.png,548,나도수영,Oxyria digyna,Polygonaceae,,귀함,미납품
0549_나도수정초.png,549,나도수정초,Monotropastrum humile,Pyrolaceae,,보통,미납품
0550_나도씨눈란.png,550,나도씨눈란,Herminium monorchis,Orchidaceae,,귀함,미납품
0551_나도어저귀.png,551,나도어저귀,Anoda cristata,Malvaceae,,귀함,미납품
0552_나도여로.png,552,나도여로,Anticlea sibirica,Liliaceae,,귀함,미납품
0553_나도옥잠화.png,553,나도옥잠화,Clintonia udensis,Liliaceae,,흔함,미납품
0554_나도잠자리란.png,554,나도잠자리란,Platanthera ussuriensis,Orchidaceae,,보통,미납품
0555_나도재쑥.png,555,나도재쑥,Descurainia pinnata,Brassicaceae,,귀함,미납품
0556_나도제비란.png,556,나도제비란,Galearis cyclochila,Orchidaceae,,보통,미납품
0557_나도풍란.png,557,나도풍란,Phalaenopsis japonica,Orchidaceae,,귀함,미납품
0558_나도하수오.png,558,나도하수오,Reynoutria ciliinervis,Polygonaceae,5~8월,보통,미납품
0559_나래가막사리.png,559,나래가막사리,Verbesina alternifolia,Asteraceae,7~9월,보통,미납품
0560_나래완두.png,560,나래완두,Vicia anguste-pinnata,Fabaceae,4~6월,보통,미납품
0561_나래쪽동백.png,561,나래쪽동백,Pterostyrax hispidus,Styracaceae,,보통,미납품
0562_나래회나무.png,562,나래회나무,Euonymus macropterus,Celastraceae,5~7월,흔함,미납품
0563_나리난초.png,563,나리난초,Liparis makinoana,Orchidaceae,,보통,미납품
0564_나리잔대.png,564,나리잔대,Adenophora liliifolia,Campanulaceae,,보통,미납품
0565_나비나물.png,565,나비나물,Vicia unijuga,Fabaceae,5~9월,흔함,미납품
0566_나비잎유홍초.png,566,나비잎유홍초,Ipomoea cristulata,Convolvulaceae,,귀함,미납품
0567_나제승마.png,567,나제승마,Actaea austrokoreana,Ranunculaceae,,보통,미납품
0568_낙상홍.png,568,낙상홍,Ilex serrata,Aquifoliaceae,,보통,미납품
0569_낙지다리.png,569,낙지다리,Penthorum chinense,Penthoraceae,8~9월,보통,미납품
0570_낚시돌풀.png,570,낚시돌풀,Leptopetalum coreanum,Rubiaceae,7월,보통,미납품
0571_낚시제비꽃.png,571,낚시제비꽃,Viola grypoceras,Violaceae,4~5월,흔함,미납품
0572_난장이현호색.png,572,난장이현호색,Corydalis humilis,Fumariaceae,3~4월,보통,미납품
0573_난쟁이바위솔.png,573,난쟁이바위솔,Meterostachys sikokianus,Crassulaceae,8월,보통,미납품
0574_난쟁이아욱.png,574,난쟁이아욱,Malva neglecta,Malvaceae,,보통,미납품
0575_날개하늘나리.png,575,날개하늘나리,Lilium pensylvanicum,Liliaceae,,귀함,미납품
0576_남가새.png,576,남가새,Tribulus terrestris,Zygophyllaceae,,보통,미납품
0577_남방향유.png,577,남방향유,Elsholtzia griffithii,Lamiaceae,,귀함,미납품
0578_남오미자.png,578,남오미자,Kadsura japonica,Schisandraceae,6~10월,흔함,미납품
0579_남천.png,579,남천,Nandina domestica,Berberidaceae,5~7월,보통,미납품
0580_남포분취.png,580,남포분취,Saussurea chinnampoensis,Asteraceae,,귀함,미납품
0581_내버들.png,581,내버들,Salix gilgiana,Salicaceae,3~5월,보통,미납품
0582_냇씀바귀.png,582,냇씀바귀,Ixeris tamagawaensis,Asteraceae,,보통,미납품
0583_냉초.png,583,냉초,Veronicastrum sibiricum,Scrophulariaceae,5~7월,보통,미납품
0584_너도바람꽃.png,584,너도바람꽃,Eranthis stellata,Ranunculaceae,3~5월,흔함,미납품
0585_너도양지꽃.png,585,너도양지꽃,Sibbaldia procumbens,Rosaceae,,귀함,미납품
0586_너도제비란.png,586,너도제비란,Hemipilia joo-iokiana,Orchidaceae,,귀함,미납품
0587_넌출월귤.png,587,넌출월귤,Vaccinium oxycoccos,Ericaceae,,귀함,미납품
0588_넓은잎갈퀴.png,588,넓은잎갈퀴,Vicia japonica,Fabaceae,7~9월,보통,미납품
0589_넓은잎개수염.png,589,넓은잎개수염,Eriocaulon alpestre,Eriocaulaceae,,보통,미납품
0590_넓은잎까치밥나무.png,590,넓은잎까치밥나무,Ribes latifolium,Saxifragaceae,,귀함,미납품
0591_넓은잎미꾸리낚시.png,591,넓은잎미꾸리낚시,Persicaria muricata,Polygonaceae,6월,보통,미납품
0592_넓은잎범꼬리.png,592,넓은잎범꼬리,Bistorta officinalis,Polygonaceae,,보통,미납품
0593_넓은잎외잎쑥.png,593,넓은잎외잎쑥,Artemisia stolonifera,Asteraceae,5~10월,흔함,미납품
0594_넓은잎잠자리란.png,594,넓은잎잠자리란,Platanthera fuscescens,Orchidaceae,,보통,미납품
0595_넓은잎제비꽃.png,595,넓은잎제비꽃,Viola mirabilis,Violaceae,,귀함,미납품
0596_넓은잎쥐오줌풀.png,596,넓은잎쥐오줌풀,Valeriana dageletiana,Valerianaceae,,보통,미납품
0597_넓은잎초오.png,597,넓은잎초오,Aconitum sczukinii,Ranunculaceae,,귀함,미납품
0598_넓은잎큰조롱.png,598,넓은잎큰조롱,Cynanchum boudieri,Apocynaceae,,귀함,미납품
0599_넓은잔대.png,599,넓은잔대,Adenophora divaricata,Campanulaceae,8~9월,흔함,미납품
0600_네귀쓴풀.png,600,네귀쓴풀,Swertia tetrapetala,Gentianaceae,1월,보통,미납품
0601_네마름.png,601,네마름,Trapa natans,Trapaceae,5~10월,흔함,미납품
0602_네잎갈퀴나물.png,602,네잎갈퀴나물,Vicia nipponica,Fabaceae,7~9월,보통,미납품
0603_노란꽃땅꽈리.png,603,노란꽃땅꽈리,Physalis angulata,Solanaceae,10월,보통,미납품
0604_노란장대.png,604,노란장대,Sisymbrium luteum,Brassicaceae,5~6월,보통,미납품
0605_노란해당화.png,605,노란해당화,Rosa xanthina,Rosaceae,,보통,미납품
0606_노랑갈퀴.png,606,노랑갈퀴,Vicia chosenensis,Fabaceae,5~7월,흔함,미납품
0607_노랑개아마.png,607,노랑개아마,Linum virginianum,Linaceae,,보통,미납품
0608_노랑개자리.png,608,노랑개자리,Medicago ruthenica,Fabaceae,,보통,미납품
0609_노랑까마중.png,609,노랑까마중,Solanum villosum,Solanaceae,,귀함,미납품
0610_노랑꽃누운땅꽈리.png,610,노랑꽃누운땅꽈리,Physalis lagascae,Solanaceae,,귀함,미납품
0611_노랑도깨비바늘.png,611,노랑도깨비바늘,Bidens polylepis,Asteraceae,,보통,미납품
0612_노랑만병초.png,612,노랑만병초,Rhododendron aureum,Ericaceae,,보통,미납품
0613_노랑무늬붓꽃.png,613,노랑무늬붓꽃,Iris odaesanensis,Iridaceae,4~5월,보통,미납품
0614_노랑물봉선.png,614,노랑물봉선,Impatiens noli-tangere,Balsaminaceae,6~8월,흔함,미납품
0615_노랑복주머니란.png,615,노랑복주머니란,Cypripedium calceolus,Orchidaceae,,귀함,미납품
0616_노랑부추.png,616,노랑부추,Allium condensatum,Liliaceae,,귀함,미납품
0617_노랑붓꽃.png,617,노랑붓꽃,Iris koreana,Iridaceae,,보통,미납품
0618_노랑어리연꽃.png,618,노랑어리연꽃,Nymphoides peltata,Menyanthaceae,5~7월,보통,미납품
0619_노랑제비꽃.png,619,노랑제비꽃,Viola orientalis,Violaceae,4~5월,흔함,미납품
0620_노랑제주무엽란.png,620,노랑제주무엽란,Lecanorchis suginoana,Orchidaceae,,귀함,미납품
0621_노랑토끼풀.png,621,노랑토끼풀,Trifolium campestre,Fabaceae,,보통,미납품
0622_노랑투구꽃.png,622,노랑투구꽃,Aconitum barbatum,Ranunculaceae,,보통,미납품
0623_노루발.png,623,노루발,Pyrola japonica,Pyrolaceae,4~9월,흔함,미납품
0624_노루삼.png,624,노루삼,Actaea asiatica,Ranunculaceae,4~7월,흔함,미납품
0625_노린재나무.png,625,노린재나무,Symplocos sawafutagi,Symplocaceae,5~6월,흔함,미납품
0626_노박덩굴.png,626,노박덩굴,Celastrus orbiculatus,Celastraceae,5~10월,흔함,미납품
0627_녹양박하.png,627,녹양박하,Mentha spicata,Lamiaceae,,귀함,미납품
0628_논냉이.png,628,논냉이,Cardamine lyrata,Brassicaceae,4~5월,보통,미납품
0629_놋젓가락나물.png,629,놋젓가락나물,Aconitum ciliare,Ranunculaceae,8~10월,보통,미납품
0630_뇌성목.png,630,뇌성목,Lindera angustifolia,Lauraceae,4월,보통,미납품
0631_누른괭이눈.png,631,누른괭이눈,Chrysosplenium flaviflorum,Saxifragaceae,,귀함,미납품
0632_누리장나무.png,632,누리장나무,Clerodendrum trichotomum,Verbenaceae,5~10월,흔함,미납품
0633_누린내풀.png,633,누린내풀,Tripora divaricata,Verbenaceae,8~9월,흔함,미납품
0634_누운닭의장풀.png,634,누운닭의장풀,Commelina caroliniana,Commelinaceae,,귀함,미납품
0635_누운주름잎.png,635,누운주름잎,Mazus miquelii,Scrophulariaceae,4~6월,보통,미납품
0636_눈개불알풀.png,636,눈개불알풀,Veronica hederifolia,Scrophulariaceae,3~4월,보통,미납품
0637_눈개승마.png,637,눈개승마,Aruncus dioicus,Rosaceae,5~8월,흔함,미납품
0638_눈갯쑥부쟁이.png,638,눈갯쑥부쟁이,Aster hayatae,Asteraceae,,보통,미납품
0639_눈괴불주머니.png,639,눈괴불주머니,Corydalis ochotensis,Fumariaceae,8~9월,흔함,미납품
0640_눈까치밥나무.png,640,눈까치밥나무,Ribes triste,Saxifragaceae,,귀함,미납품
0641_눈범꼬리.png,641,눈범꼬리,Bistorta suffulta,Polygonaceae,,보통,미납품
0642_눈빛승마.png,642,눈빛승마,Actaea dahurica,Ranunculaceae,4~9월,흔함,미납품
0643_눈여뀌바늘.png,643,눈여뀌바늘,Ludwigia ovalis,Onagraceae,,보통,미납품
0644_눈해변싸리.png,644,눈해변싸리,Lespedeza macrovirgata,Fabaceae,,귀함,미납품
0645_느러진장대.png,645,느러진장대,Catolobus pendulus,Brassicaceae,,보통,미납품
0646_는쟁이냉이.png,646,는쟁이냉이,Cardamine komarovii,Brassicaceae,4~5월,흔함,미납품
0647_능금나무.png,647,능금나무,Malus asiatica,Rosaceae,,보통,미납품
0648_늦둥굴레.png,648,늦둥굴레,Polygonatum infundiflorum,Liliaceae,,귀함,미납품
0649_다닥냉이.png,649,다닥냉이,Lepidium apetalum,Brassicaceae,5~7월,흔함,미납품
0650_다도해비비추.png,650,다도해비비추,Hosta jonesii,Liliaceae,,보통,미납품
0651_다도해산들깨.png,651,다도해산들깨,Mosla dadoensis,Lamiaceae,,귀함,미납품
0652_다래.png,652,다래,Actinidia arguta,Actinidiaceae,4~9월,흔함,미납품
0653_다릅나무.png,653,다릅나무,Maackia amurensis,Fabaceae,4~9월,흔함,미납품
0654_다발골무꽃.png,654,다발골무꽃,Scutellaria asperiflora,Lamiaceae,,귀함,미납품
0655_다북개미자리.png,655,다북개미자리,Scleranthus annuus,Caryophyllaceae,,귀함,미납품
0656_다북떡쑥.png,656,다북떡쑥,Anaphalis sinica,Asteraceae,,보통,미납품
0657_닥장버들.png,657,닥장버들,Salix brachypoda,Salicaceae,,귀함,미납품
0658_단풍나무.png,658,단풍나무,Acer palmatum,Aceraceae,,흔함,미납품
0659_단풍마.png,659,단풍마,Dioscorea quinquelobata,Dioscoreaceae,5~10월,흔함,미납품
0660_단풍박쥐나무.png,660,단풍박쥐나무,Alangium platanifolium,Alangiaceae,5~7월,흔함,미납품
0661_단풍잎돼지풀.png,661,단풍잎돼지풀,Ambrosia trifida,Asteraceae,5~9월,흔함,미납품
0662_단풍잎복분자.png,662,단풍잎복분자,Rubus chingii,Rosaceae,,귀함,미납품
0663_단풍취.png,663,단풍취,Ainsliaea acerifolia,Asteraceae,5~10월,흔함,미납품
0664_달구지풀.png,664,달구지풀,Trifolium lupinaster,Fabaceae,,보통,미납품
0665_달래.png,665,달래,Allium monanthum,Liliaceae,4월,흔함,미납품
0666_닭의난초.png,666,닭의난초,Epipactis thunbergii,Orchidaceae,5~7월,보통,미납품
0667_닭의덩굴.png,667,닭의덩굴,Fallopia dumetorum,Polygonaceae,6~9월,흔함,미납품
0668_닭의장풀.png,668,닭의장풀,Commelina communis,Commelinaceae,6~9월,흔함,미납품
0669_담배.png,669,담배,Nicotiana tabacum,Solanaceae,,보통,미납품
0670_담배풀.png,670,담배풀,Carpesium abrotanoides,Asteraceae,8~10월,흔함,미납품
0671_담쟁이덩굴.png,671,담쟁이덩굴,Parthenocissus tricuspidata,Vitaceae,,흔함,미납품
0672_당개지치.png,672,당개지치,Brachybotrys paridiformis,Boraginaceae,5월,흔함,미납품
0673_당광나무.png,673,당광나무,Ligustrum lucidum,Oleaceae,,보통,미납품
0674_당남천죽.png,674,당남천죽,Mahonia fortunei,Berberidaceae,,귀함,미납품
0675_당단풍나무.png,675,당단풍나무,Acer pseudosieboldianum,Aceraceae,,흔함,미납품
0676_당매자나무.png,676,당매자나무,Berberis chinensis,Berberidaceae,,보통,미납품
0677_당버들.png,677,당버들,Populus simonii,Salicaceae,,보통,미납품
0678_당분취.png,678,당분취,Saussurea tanakae,Asteraceae,7~9월,보통,미납품
0679_당삽주.png,679,당삽주,Atractylodes koreana,Asteraceae,,귀함,미납품
0680_당아욱.png,680,당아욱,Malva sylvestris,Malvaceae,,보통,미납품
0681_당양지꽃.png,681,당양지꽃,Potentilla ancistrifolia,Rosaceae,,보통,미납품
0682_당잔대.png,682,당잔대,Adenophora stricta,Campanulaceae,1월,흔함,미납품
0683_당조팝나무.png,683,당조팝나무,Spiraea chinensis,Rosaceae,5~6월,보통,미납품
0684_당키버들.png,684,당키버들,Salix miyabeana,Salicaceae,,흔함,미납품
0685_대구돌나물.png,685,대구돌나물,Crassula aquatica,Crassulaceae,,귀함,미납품
0686_대나물.png,686,대나물,Gypsophila oldhamiana,Caryophyllaceae,6~9월,흔함,미납품
0687_대마참나물.png,687,대마참나물,Tilingia tsusimensis,Apiaceae,,귀함,미납품
0688_대만뿔남천.png,688,대만뿔남천,Mahonia japonica,Berberidaceae,,귀함,미납품
0689_대반하.png,689,대반하,Pinellia tripartita,Araceae,4~8월,보통,미납품
0690_대부도냉이.png,690,대부도냉이,Lepidium perfoliatum,Brassicaceae,,보통,미납품
0691_대상화.png,691,대상화,Eriocapitella hupehensis,Ranunculaceae,,귀함,미납품
0692_대암개발나물.png,692,대암개발나물,Sium tenue,Apiaceae,,귀함,미납품
0693_대청.png,693,대청,Isatis tinctoria,Brassicaceae,,귀함,미납품
0694_대청부채.png,694,대청부채,Iris dichotoma,Iridaceae,,귀함,미납품
0695_대청지치.png,695,대청지치,Thyrocarpus glochidiatus,Boraginaceae,,귀함,미납품
0696_대추나무.png,696,대추나무,Ziziphus jujuba,Rhamnaceae,5~10월,흔함,미납품
0697_대팻집나무.png,697,대팻집나무,Ilex macropoda,Aquifoliaceae,4~9월,흔함,미납품
0698_대황.png,698,대황,Rheum rhabarbarum,Polygonaceae,,귀함,미납품
0699_대흥란.png,699,대흥란,Cymbidium macrorhizon,Orchidaceae,,귀함,미납품
0700_댕강나무.png,700,댕강나무,Zabelia tyaihyonii,Caprifoliaceae,,보통,미납품
0701_댕댕이나무.png,701,댕댕이나무,Lonicera caerulea,Caprifoliaceae,,보통,미납품
0702_댕댕이덩굴.png,702,댕댕이덩굴,Cocculus orbiculatus,Menispermaceae,5~10월,흔함,미납품
0703_더덕.png,703,더덕,Codonopsis lanceolata,Campanulaceae,4~9월,흔함,미납품
0704_덕우기름나물.png,704,덕우기름나물,Sillaphyton podagraria,Apiaceae,,보통,미납품
0705_덜꿩나무.png,705,덜꿩나무,Viburnum erosum,Caprifoliaceae,4~6월,흔함,미납품
0706_덤불꼭두서니.png,706,덤불꼭두서니,Rubia sylvatica,Rubiaceae,,보통,미납품
0707_덤불쑥.png,707,덤불쑥,Artemisia rubripes,Asteraceae,7~9월,보통,미납품
0708_덤불조팝나무.png,708,덤불조팝나무,Spiraea miyabei,Rosaceae,,보통,미납품
0709_덤불취.png,709,덤불취,Saussurea manshurica,Asteraceae,,보통,미납품
0710_덩굴개별꽃.png,710,덩굴개별꽃,Pseudostellaria davidii,Caryophyllaceae,4~5월,흔함,미납품
0711_덩굴꽃마리.png,711,덩굴꽃마리,Trigonotis icumae,Boraginaceae,4~5월,흔함,미납품
0712_덩굴닭의장풀.png,712,덩굴닭의장풀,Streptolirion volubile,Commelinaceae,7~9월,흔함,미납품
0713_덩굴모밀.png,713,덩굴모밀,Persicaria chinensis,Polygonaceae,,귀함,미납품
0714_덩굴민백미꽃.png,714,덩굴민백미꽃,Vincetoxicum japonicum,Apocynaceae,,귀함,미납품
0715_덩굴박주가리.png,715,덩굴박주가리,Vincetoxicum nipponicum,Apocynaceae,,보통,미납품
0716_덩굴옻나무.png,716,덩굴옻나무,Toxicodendron orientale,Anacardiaceae,,귀함,미납품
0717_덩굴조희풀.png,717,덩굴조희풀,Clematis pseudotubulosa,Ranunculaceae,,귀함,미납품
0718_덩굴해란초.png,718,덩굴해란초,Cymbalaria muralis,Scrophulariaceae,,귀함,미납품
0719_덩이괭이밥.png,719,덩이괭이밥,Oxalis articulata,Oxalidaceae,3~7월,보통,미납품
0720_도깨비가지.png,720,도깨비가지,Solanum carolinense,Solanaceae,6~9월,흔함,미납품
0721_도깨비바늘.png,721,도깨비바늘,Bidens bipinnata,Asteraceae,9~10월,흔함,미납품
0722_도깨비부채.png,722,도깨비부채,Rodgersia podophylla,Saxifragaceae,4~8월,흔함,미납품
0723_도깨비엉겅퀴.png,723,도깨비엉겅퀴,Cirsium schantarense,Asteraceae,5~9월,보통,미납품
0724_도꼬로마.png,724,도꼬로마,Dioscorea tokoro,Dioscoreaceae,,보통,미납품
0725_도꼬마리.png,725,도꼬마리,Xanthium strumarium,Asteraceae,9~10월,흔함,미납품
0726_도라지모시대.png,726,도라지모시대,Adenophora grandiflora,Campanulaceae,7~8월,보통,미납품
0727_독말풀.png,727,독말풀,Datura stramonium,Solanaceae,7~9월,보통,미납품
0728_독미나리.png,728,독미나리,Cicuta virosa,Apiaceae,,보통,미납품
0729_돈나무.png,729,돈나무,Pittosporum tobira,Pittosporaceae,4~7월,흔함,미납품
0730_돌갈매나무.png,730,돌갈매나무,Rhamnus parvifolia,Rhamnaceae,,보통,미납품
0731_돌단풍.png,731,돌단풍,Mukdenia rossii,Saxifragaceae,4~5월,흔함,미납품
