파일명,도감번호,이름,학명,과,개화기_초안,희귀도_초안,상태
1007_벌깨풀.png,1007,벌깨풀,Dracocephalum rupestre,Lamiaceae,,귀함,미납품
1008_벌등골나물.png,1008,벌등골나물,Eupatorium japonicum,Asteraceae,7~9월,흔함,미납품
1009_벌사상자.png,1009,벌사상자,Cnidium monnieri,Apiaceae,5~10월,보통,미납품
1010_벌씀바귀.png,1010,벌씀바귀,Ixeris polycephala,Asteraceae,4~5월,흔함,미납품
1011_벌완두.png,1011,벌완두,Vicia amurensis,Fabaceae,6~9월,흔함,미납품
1012_범부채.png,1012,범부채,Iris domestica,Iridaceae,7~8월,보통,미납품
1013_벗풀.png,1013,벗풀,Sagittaria trifolia,Alismataceae,7~9월,흔함,미납품
1014_벳지.png,1014,벳지,Vicia villosa,Fabaceae,5월,흔함,미납품
1015_벼룩나물.png,1015,벼룩나물,Stellaria alsine,Caryophyllaceae,4~6월,흔함,미납품
1016_벼룩이울타리.png,1016,벼룩이울타리,Eremogone juncea,Caryophyllaceae,,귀함,미납품
1017_벼룩이자리.png,1017,벼룩이자리,Arenaria serpyllifolia,Caryophyllaceae,4~6월,흔함,미납품
1018_벽오동나무.png,1018,벽오동나무,Firmiana simplex,Sterculiaceae,5~10월,보통,미납품
1019_별꽃아재비.png,1019,별꽃아재비,Galinsoga parviflora,Asteraceae,6~10월,흔함,미납품
1020_별꽃풀.png,1020,별꽃풀,Swertia veratroides,Gentianaceae,,귀함,미납품
1021_별나팔꽃.png,1021,별나팔꽃,Ipomoea triloba,Convolvulaceae,9~10월,보통,미납품
1022_병아리꽃나무.png,1022,병아리꽃나무,Rhodotypos scandens,Rosaceae,4~7월,흔함,미납품
1023_병아리난초.png,1023,병아리난초,Hemipilia gracilis,Orchidaceae,6~7월,흔함,미납품
1024_병아리다리.png,1024,병아리다리,Salomonia ciliata,Polygalaceae,,귀함,미납품
1025_병아리풀.png,1025,병아리풀,Polygala tatarinowii,Polygalaceae,9월,보통,미납품
1026_병풀.png,1026,병풀,Centella asiatica,Apiaceae,4~7월,흔함,미납품
1027_병풀아재비.png,1027,병풀아재비,Bowlesia incana,Apiaceae,,귀함,미납품
1028_보리밥나무.png,1028,보리밥나무,Elaeagnus macrophylla,Elaeagnaceae,3~7월,흔함,미납품
1029_보리수나무.png,1029,보리수나무,Elaeagnus umbellata,Elaeagnaceae,4~6월,흔함,미납품
1030_보리장나무.png,1030,보리장나무,Elaeagnus glabra,Elaeagnaceae,4~5월,흔함,미납품
1031_보춘화.png,1031,보춘화,Cymbidium goeringii,Orchidaceae,3~5월,흔함,미납품
1032_보풀.png,1032,보풀,Sagittaria aginashi,Alismataceae,7~9월,흔함,미납품
1033_복분자딸기.png,1033,복분자딸기,Rubus coreanus,Rosaceae,4~9월,흔함,미납품
1034_복자기.png,1034,복자기,Acer triflorum,Aceraceae,,흔함,미납품
1035_복장나무.png,1035,복장나무,Acer mandshuricum,Aceraceae,5~9월,흔함,미납품
1036_복주머니란.png,1036,복주머니란,Cypripedium macranthos,Orchidaceae,,보통,미납품
1037_봄구슬붕이.png,1037,봄구슬붕이,Gentiana thunbergii,Gentianaceae,,보통,미납품
1038_봄나도냉이.png,1038,봄나도냉이,Barbarea verna,Brassicaceae,,귀함,미납품
1039_봄망초.png,1039,봄망초,Erigeron philadelphicus,Asteraceae,5월,보통,미납품
1040_봄맞이냉이.png,1040,봄맞이냉이,Cardamine hirsuta,Brassicaceae,,귀함,미납품
1041_봄여뀌.png,1041,봄여뀌,Persicaria maculosa,Polygonaceae,9월,흔함,미납품
1042_봉화현호색.png,1042,봉화현호색,Corydalis bonghwaensis,Fumariaceae,,귀함,미납품
1043_부게꽃나무.png,1043,부게꽃나무,Acer ukurunduense,Aceraceae,4~9월,흔함,미납품
1044_부들레야 다비디.png,1044,부들레야 다비디,Buddleja davidii,Loganiaceae,,보통,미납품
1045_부령소리쟁이.png,1045,부령소리쟁이,Rumex patientia,Polygonaceae,,보통,미납품
1046_부산마디풀.png,1046,부산마디풀,Polygonum humifusum,Polygonaceae,,귀함,미납품
1047_부전바디.png,1047,부전바디,Angelica nakaiana,Apiaceae,,귀함,미납품
1048_부지깽이나물.png,1048,부지깽이나물,Erysimum amurense,Brassicaceae,,귀함,미납품
1049_부채마.png,1049,부채마,Dioscorea nipponica,Dioscoreaceae,5~9월,흔함,미납품
1050_부채붓꽃.png,1050,부채붓꽃,Iris setosa,Iridaceae,,보통,미납품
1051_북금매화.png,1051,북금매화,Trollius chinensis,Ranunculaceae,,귀함,미납품
1052_북만리화.png,1052,북만리화,Forsythia mandschurica,Oleaceae,,귀함,미납품
1053_북방산비장이.png,1053,북방산비장이,Serratula coronata,Asteraceae,8~10월,흔함,미납품
1054_북범꼬리.png,1054,북범꼬리,Bistorta manshuriensis,Polygonaceae,6~7월,흔함,미납품
1055_북분취.png,1055,북분취,Saussurea mongolica,Asteraceae,,귀함,미납품
1056_북점나도나물.png,1056,북점나도나물,Cerastium holosteoides,Caryophyllaceae,4~5월,흔함,미납품
1057_북투구꽃.png,1057,북투구꽃,Aconitum kirinense,Ranunculaceae,,귀함,미납품
1058_분꽃.png,1058,분꽃,Mirabilis jalapa,Nyctaginaceae,7~10월,보통,미납품
1059_분꽃나무.png,1059,분꽃나무,Viburnum carlesii,Caprifoliaceae,4~6월,흔함,미납품
1060_분단나무.png,1060,분단나무,Viburnum furcatum,Caprifoliaceae,,보통,미납품
1061_분버들.png,1061,분버들,Salix rorida,Salicaceae,,보통,미납품
1062_분취.png,1062,분취,Saussurea seoulensis,Asteraceae,1월,보통,미납품
1063_분홍꽃조개나물.png,1063,분홍꽃조개나물,Ajuga nipponensis,Lamiaceae,,귀함,미납품
1064_분홍낮달맞이꽃.png,1064,분홍낮달맞이꽃,Oenothera speciosa,Onagraceae,5월,보통,미납품
1065_분홍싸리.png,1065,분홍싸리,Lespedeza floribunda,Fabaceae,,귀함,미납품
1066_분홍장구채.png,1066,분홍장구채,Silene capitata,Caryophyllaceae,,보통,미납품
1067_분홍쥐손이.png,1067,분홍쥐손이,Geranium maximowiczii,Geraniaceae,,보통,미납품
1068_분홍할미꽃.png,1068,분홍할미꽃,Pulsatilla dahurica,Ranunculaceae,,귀함,미납품
1069_불란서국화.png,1069,불란서국화,Leucanthemum vulgare,Asteraceae,,보통,미납품
1070_불암초.png,1070,불암초,Melochia corchorifolia,Sterculiaceae,,보통,미납품
1071_붉나무.png,1071,붉나무,Rhus chinensis,Anacardiaceae,5~10월,흔함,미납품
1072_붉은노루삼.png,1072,붉은노루삼,Actaea rubra,Ranunculaceae,,보통,미납품
1073_붉은병꽃나무.png,1073,붉은병꽃나무,Weigela florida,Caprifoliaceae,5월,흔함,미납품
1074_붉은사철란.png,1074,붉은사철란,Goodyera biflora,Orchidaceae,,보통,미납품
1075_붉은서나물.png,1075,붉은서나물,Erechtites hieraciifolius,Asteraceae,9~10월,흔함,미납품
1076_붉은정향나무.png,1076,붉은정향나무,Syringa villosa,Oleaceae,4~7월,흔함,미납품
1077_붉은참반디.png,1077,붉은참반디,Sanicula rubriflora,Apiaceae,5월,보통,미납품
1078_붉은털이슬.png,1078,붉은털이슬,Circaea erubescens,Onagraceae,,귀함,미납품
1079_붉은하늘타리.png,1079,붉은하늘타리,Trichosanthes cucumeroides,Cucurbitaceae,,귀함,미납품
1080_붓순나무.png,1080,붓순나무,Illicium anisatum,Illiciaceae,,보통,미납품
1081_브라질마편초.png,1081,브라질마편초,Verbena brasiliensis,Verbenaceae,,귀함,미납품
1082_비너스도라지.png,1082,비너스도라지,Triodanis perfoliata,Campanulaceae,,보통,미납품
1083_비누풀.png,1083,비누풀,Saponaria officinalis,Caryophyllaceae,,귀함,미납품
1084_비단분취.png,1084,비단분취,Saussurea komaroviana,Asteraceae,,귀함,미납품
1085_비로용담.png,1085,비로용담,Gentiana jamesii,Gentianaceae,,보통,미납품
1086_비목나무.png,1086,비목나무,Lindera erythrocarpa,Lauraceae,4~9월,흔함,미납품
1087_비비추난초.png,1087,비비추난초,Tipularia japonica,Orchidaceae,,보통,미납품
1088_비수리.png,1088,비수리,Lespedeza cuneata,Fabaceae,6~10월,흔함,미납품
1089_비쑥.png,1089,비쑥,Artemisia scoparia,Asteraceae,5월,보통,미납품
1090_비진도콩.png,1090,비진도콩,Dumasia truncata,Fabaceae,,보통,미납품
1091_비짜루.png,1091,비짜루,Asparagus schoberioides,Liliaceae,4~7월,흔함,미납품
1092_비짜루국화.png,1092,비짜루국화,Symphyotrichum subulatum,Asteraceae,8~10월,흔함,미납품
1093_비쭈기나무.png,1093,비쭈기나무,Cleyera japonica,Theaceae,,보통,미납품
1094_빈도리.png,1094,빈도리,Deutzia crenata,Saxifragaceae,,보통,미납품
1095_빈추나무.png,1095,빈추나무,Prinsepia sinensis,Rosaceae,,귀함,미납품
1096_빈카.png,1096,빈카,Vinca minor,Rubiaceae,,귀함,미납품
1097_뺑쑥.png,1097,뺑쑥,Artemisia lancea,Asteraceae,7~10월,흔함,미납품
1098_뻐꾹나리.png,1098,뻐꾹나리,Tricyrtis macropoda,Liliaceae,5~9월,흔함,미납품
1099_뻐꾹채.png,1099,뻐꾹채,Leuzea uniflora,Asteraceae,5~6월,흔함,미납품
1100_뿔냉이.png,1100,뿔냉이,Chorispora tenella,Brassicaceae,,보통,미납품
1101_사국이질풀.png,1101,사국이질풀,Geranium shikokianum,Geraniaceae,,보통,미납품
1102_사데풀.png,1102,사데풀,Sonchus brachyotus,Asteraceae,8~10월,흔함,미납품
1103_사리풀.png,1103,사리풀,Hyoscyamus niger,Solanaceae,,귀함,미납품
1104_사마귀풀.png,1104,사마귀풀,Murdannia keisak,Commelinaceae,9월,흔함,미납품
1105_사막갓.png,1105,사막갓,Brassica tournefortii,Brassicaceae,,귀함,미납품
1106_사상자.png,1106,사상자,Torilis japonica,Apiaceae,5~8월,흔함,미납품
1107_사스레피나무.png,1107,사스레피나무,Eurya japonica,Theaceae,,흔함,미납품
1108_사창분취.png,1108,사창분취,Saussurea calcicola,Asteraceae,,보통,미납품
1109_사철나무.png,1109,사철나무,Euonymus japonicus,Celastraceae,4~7월,흔함,미납품
1110_사철쑥.png,1110,사철쑥,Artemisia capillaris,Asteraceae,5~10월,흔함,미납품
1111_사향엉겅퀴.png,1111,사향엉겅퀴,Carduus nutans,Asteraceae,,귀함,미납품
1112_사향제비꽃.png,1112,사향제비꽃,Viola obtusa,Violaceae,,귀함,미납품
1113_산가막살나무.png,1113,산가막살나무,Viburnum wrightii,Caprifoliaceae,5~6월,흔함,미납품
1114_산각시취.png,1114,산각시취,Saussurea umbrosa,Asteraceae,,귀함,미납품
1115_산개갈퀴.png,1115,산개갈퀴,Galium platygalium,Rubiaceae,,보통,미납품
1116_산개벚지나무.png,1116,산개벚지나무,Prunus maximowiczii,Rosaceae,4~7월,보통,미납품
1117_산검양옻나무.png,1117,산검양옻나무,Toxicodendron sylvestre,Anacardiaceae,5~10월,흔함,미납품
1118_산겨릅나무.png,1118,산겨릅나무,Acer tegmentosum,Aceraceae,4~5월,흔함,미납품
1119_산골취.png,1119,산골취,Saussurea neoserrata,Asteraceae,,귀함,미납품
1120_산괭이눈.png,1120,산괭이눈,Chrysosplenium japonicum,Saxifragaceae,4~5월,보통,미납품
1121_산괴불주머니.png,1121,산괴불주머니,Corydalis speciosa,Fumariaceae,4~5월,흔함,미납품
1122_산국수나무.png,1122,산국수나무,Physocarpus amurensis,Rosaceae,,귀함,미납품
1123_산궁궁이.png,1123,산궁궁이,Conioselinum smithii,Apiaceae,,귀함,미납품
1124_산꽃다지.png,1124,산꽃다지,Draba glabella,Brassicaceae,,귀함,미납품
1125_산꿩의다리.png,1125,산꿩의다리,Thalictrum tuberiferum,Ranunculaceae,,흔함,미납품
1126_산닥나무.png,1126,산닥나무,Wikstroemia trichotoma,Thymelaeaceae,,보통,미납품
1127_산달래.png,1127,산달래,Allium macrostemon,Liliaceae,5~6월,흔함,미납품
1128_산당근.png,1128,산당근,Daucus carota,Apiaceae,,보통,미납품
1129_산돌배.png,1129,산돌배,Pyrus ussuriensis,Rosaceae,,귀함,미납품
1130_산동쥐똥나무.png,1130,산동쥐똥나무,Ligustrum leucanthum,Oleaceae,,귀함,미납품
1131_산들깨.png,1131,산들깨,Mosla japonica,Lamiaceae,8~9월,보통,미납품
1132_산딸기.png,1132,산딸기,Rubus crataegifolius,Rosaceae,5~7월,흔함,미납품
1133_산떡쑥.png,1133,산떡쑥,Anaphalis margaritacea,Asteraceae,,귀함,미납품
1134_산마늘.png,1134,산마늘,Allium microdictyon,Liliaceae,,보통,미납품
1135_산매자나무.png,1135,산매자나무,Vaccinium japonicum,Ericaceae,,보통,미납품
1136_산물머위.png,1136,산물머위,Adenostemma madurense,Asteraceae,,귀함,미납품
1137_산민들레.png,1137,산민들레,Taraxacum ussuriense,Asteraceae,4~5월,보통,미납품
1138_산박하.png,1138,산박하,Isodon inflexus,Lamiaceae,8~10월,흔함,미납품
1139_산방백운풀.png,1139,산방백운풀,Oldenlandia corymbosa,Rubiaceae,,귀함,미납품
1140_산버들.png,1140,산버들,Salix taraikensis,Salicaceae,,보통,미납품
1141_산벚나무.png,1141,산벚나무,Prunus sargentii,Rosaceae,4~6월,흔함,미납품
1142_산복사나무.png,1142,산복사나무,Prunus davidiana,Rosaceae,4~5월,보통,미납품
1143_산부채.png,1143,산부채,Calla palustris,Araceae,,귀함,미납품
1144_산분꽃나무.png,1144,산분꽃나무,Viburnum burejaeticum,Caprifoliaceae,,보통,미납품
1145_산사나무.png,1145,산사나무,Crataegus pinnatifida,Rosaceae,4~6월,흔함,미납품
1146_산새콩.png,1146,산새콩,Lathyrus vaniotii,Fabaceae,5~6월,보통,미납품
1147_산솜방망이.png,1147,산솜방망이,Tephroseris flammea,Asteraceae,,보통,미납품
1148_산쉽싸리.png,1148,산쉽싸리,Lycopus charkeviczii,Lamiaceae,5~7월,보통,미납품
1149_산쑥.png,1149,산쑥,Artemisia montana,Asteraceae,7~9월,흔함,미납품
1150_산쑥부쟁이.png,1150,산쑥부쟁이,Aster lautureanus,Asteraceae,,귀함,미납품
1151_산씀바귀.png,1151,산씀바귀,Lactuca raddeana,Asteraceae,7~9월,흔함,미납품
1152_산여뀌.png,1152,산여뀌,Persicaria nepalensis,Polygonaceae,8~9월,흔함,미납품
1153_산오이풀.png,1153,산오이풀,Sanguisorba hakusanensis,Rosaceae,7~8월,흔함,미납품
1154_산옥매.png,1154,산옥매,Prunus glandulosa,Rosaceae,4월,보통,미납품
1155_산외.png,1155,산외,Schizopepon bryoniifolius,Cucurbitaceae,6~10월,보통,미납품
1156_산용담.png,1156,산용담,Gentiana algida,Gentianaceae,,귀함,미납품
1157_산이질풀.png,1157,산이질풀,Geranium nepalense,Geraniaceae,,보통,미납품
1158_산작약.png,1158,산작약,Paeonia obovata,Ranunculaceae,4~5월,보통,미납품
1159_산조팝나무.png,1159,산조팝나무,Spiraea blumei,Rosaceae,5~7월,흔함,미납품
1160_산쥐손이.png,1160,산쥐손이,Geranium dahuricum,Geraniaceae,,보통,미납품
1161_산지치.png,1161,산지치,Eritrichium sichotense,Boraginaceae,,귀함,미납품
1162_산진달래.png,1162,산진달래,Rhododendron dauricum,Ericaceae,,보통,미납품
1163_산짚신나물.png,1163,산짚신나물,Agrimonia coreana,Rosaceae,7~9월,흔함,미납품
1164_산초나무.png,1164,산초나무,Zanthoxylum schinifolium,Rutaceae,5~10월,흔함,미납품
1165_산토끼꽃.png,1165,산토끼꽃,Dipsacus japonicus,Dipsacaceae,,보통,미납품
1166_산파.png,1166,산파,Allium maximowiczii,Liliaceae,,귀함,미납품
1167_산할미꽃.png,1167,산할미꽃,Pulsatilla nivalis,Ranunculaceae,,귀함,미납품
1168_산형나도별꽃.png,1168,산형나도별꽃,Holosteum umbellatum,Caryophyllaceae,,보통,미납품
1169_산호수.png,1169,산호수,Ardisia pusilla,Myrsinaceae,,보통,미납품
1170_산흰쑥.png,1170,산흰쑥,Artemisia sieversiana,Asteraceae,,보통,미납품
1171_삼도하수오.png,1171,삼도하수오,Fallopia koreana,Polygonaceae,,보통,미납품
1172_삼백초.png,1172,삼백초,Saururus chinensis,Saururaceae,,보통,미납품
1173_삼색제비꽃.png,1173,삼색제비꽃,Viola tricolor,Violaceae,,보통,미납품
1174_삼수구릿대.png,1174,삼수구릿대,Angelica anomala,Apiaceae,7~9월,보통,미납품
1175_삼쥐손이.png,1175,삼쥐손이,Geranium soboliferum,Geraniaceae,,귀함,미납품
1176_삼지구엽초.png,1176,삼지구엽초,Epimedium koreanum,Berberidaceae,4~7월,보통,미납품
1177_삼지닥나무.png,1177,삼지닥나무,Edgeworthia chrysantha,Thymelaeaceae,3~4월,보통,미납품
1178_삿갓나물.png,1178,삿갓나물,Paris verticillata,Liliaceae,4~6월,흔함,미납품
1179_상동나무.png,1179,상동나무,Sageretia thea,Rhamnaceae,,흔함,미납품
1180_상동잎쥐똥나무.png,1180,상동잎쥐똥나무,Ligustrum quihoui,Oleaceae,,귀함,미납품
1181_상산.png,1181,상산,Orixa japonica,Rutaceae,4~6월,흔함,미납품
1182_상치아재비.png,1182,상치아재비,Valerianella locusta,Valerianaceae,,보통,미납품
1183_새끼꿩의비름.png,1183,새끼꿩의비름,Hylotelephium viviparum,Crassulaceae,9월,보통,미납품
1184_새끼노루발.png,1184,새끼노루발,Orthilia secunda,Pyrolaceae,,귀함,미납품
1185_새덕이.png,1185,새덕이,Neolitsea aciculata,Lauraceae,3~4월,흔함,미납품
1186_새등골나물.png,1186,새등골나물,Eupatorium fortunei,Asteraceae,,귀함,미납품
1187_새머루.png,1187,새머루,Vitis flexuosa,Vitaceae,5~8월,흔함,미납품
1188_새모래덩굴.png,1188,새모래덩굴,Menispermum dauricum,Menispermaceae,5~6월,흔함,미납품
1189_새비나무.png,1189,새비나무,Callicarpa mollis,Verbenaceae,5~6월,흔함,미납품
1190_새삼.png,1190,새삼,Cuscuta japonica,Convolvulaceae,7~9월,흔함,미납품
1191_새완두.png,1191,새완두,Vicia hirsuta,Fabaceae,4~5월,흔함,미납품
1192_새우난초.png,1192,새우난초,Calanthe discolor,Orchidaceae,4~5월,보통,미납품
1193_새이삭여뀌.png,1193,새이삭여뀌,Persicaria neofiliformis,Polygonaceae,,보통,미납품
1194_생달나무.png,1194,생달나무,Cinnamomum chekiangense,Lauraceae,,흔함,미납품
1195_생열귀나무.png,1195,생열귀나무,Rosa davurica,Rosaceae,,보통,미납품
1196_서덜취.png,1196,서덜취,Saussurea grandifolia,Asteraceae,6~10월,흔함,미납품
1197_서양가시엉겅퀴.png,1197,서양가시엉겅퀴,Cirsium vulgare,Asteraceae,,보통,미납품
1198_서양개보리뺑이.png,1198,서양개보리뺑이,Lapsana communis,Asteraceae,,보통,미납품
1199_서양갯냉이.png,1199,서양갯냉이,Cakile edentula,Brassicaceae,,보통,미납품
1200_서양고추나물.png,1200,서양고추나물,Hypericum perforatum,Clusiaceae,,귀함,미납품
1201_서양금혼초.png,1201,서양금혼초,Hypochaeris radicata,Asteraceae,4~7월,흔함,미납품
1202_서양딱총나무.png,1202,서양딱총나무,Sambucus nigra,Caprifoliaceae,,귀함,미납품
1203_서양말냉이.png,1203,서양말냉이,Iberis amara,Brassicaceae,,귀함,미납품
1204_서양메꽃.png,1204,서양메꽃,Convolvulus arvensis,Convolvulaceae,,보통,미납품
1205_서양무아재비.png,1205,서양무아재비,Raphanus raphanistrum,Brassicaceae,,보통,미납품
1206_서양벌노랑이.png,1206,서양벌노랑이,Lotus corniculatus,Fabaceae,5~8월,보통,미납품
1207_서양오엽딸기.png,1207,서양오엽딸기,Rubus fruticosus,Rosaceae,5~6월,보통,미납품
1208_서양전동싸리.png,1208,서양전동싸리,Melilotus dentatus,Fabaceae,,귀함,미납품
1209_서양톱풀.png,1209,서양톱풀,Achillea millefolium,Asteraceae,5~8월,보통,미납품
1210_서울개발나물.png,1210,서울개발나물,Pterygopleurum neurophyllum,Apiaceae,,귀함,미납품
1211_서울제비꽃.png,1211,서울제비꽃,Viola seoulensis,Violaceae,4~5월,흔함,미납품
1212_서향.png,1212,서향,Daphne odora,Thymelaeaceae,,보통,미납품
1213_석결명.png,1213,석결명,Senna occidentalis,Fabaceae,,귀함,미납품
1214_석곡.png,1214,석곡,Dendrobium moniliforme,Orchidaceae,,보통,미납품
1215_석류풀.png,1215,석류풀,Trigastrotheca stricta,Molluginaceae,9~10월,보통,미납품
1216_석창포.png,1216,석창포,Acorus gramineus,Araceae,8월,보통,미납품
1217_선갈퀴.png,1217,선갈퀴,Galium odoratum,Rubiaceae,5~7월,흔함,미납품
1218_선개미자리.png,1218,선개미자리,Sagina micropetala,Caryophyllaceae,,귀함,미납품
1219_선개불알풀.png,1219,선개불알풀,Veronica arvensis,Scrophulariaceae,4~6월,흔함,미납품
1220_선갯장대.png,1220,선갯장대,Arabis erecta,Brassicaceae,,귀함,미납품
1221_선괭이밥.png,1221,선괭이밥,Oxalis stricta,Oxalidaceae,5~9월,흔함,미납품
1222_선괴불주머니.png,1222,선괴불주머니,Corydalis pauciovulata,Fumariaceae,9~10월,흔함,미납품
1223_선나팔꽃.png,1223,선나팔꽃,Jacquemontia tamnifolia,Convolvulaceae,,귀함,미납품
1224_선둥굴레.png,1224,선둥굴레,Polygonatum grandicaule,Liliaceae,,귀함,미납품
1225_선밀나물.png,1225,선밀나물,Smilax nipponica,Liliaceae,5~6월,흔함,미납품
1226_선백미꽃.png,1226,선백미꽃,Vincetoxicum inamoenum,Apocynaceae,,보통,미납품
1227_선연리초.png,1227,선연리초,Lathyrus komarovii,Fabaceae,,귀함,미납품
1228_선옹초.png,1228,선옹초,Agrostemma githago,Caryophyllaceae,,귀함,미납품
1229_선이질풀.png,1229,선이질풀,Geranium krameri,Geraniaceae,8~9월,보통,미납품
1230_선인장.png,1230,선인장,Opuntia ficus-indica,Cactaceae,,보통,미납품
1231_선제비꽃.png,1231,선제비꽃,Viola raddeana,Violaceae,,귀함,미납품
1232_선주름잎.png,1232,선주름잎,Mazus stachydifolius,Scrophulariaceae,,보통,미납품
1233_선줄바꽃.png,1233,선줄바꽃,Aconitum raddeanum,Ranunculaceae,,귀함,미납품
1234_선토끼풀.png,1234,선토끼풀,Trifolium hybridum,Fabaceae,,보통,미납품
1235_선투구꽃.png,1235,선투구꽃,Aconitum umbrosum,Ranunculaceae,,보통,미납품
1236_선풀솜나물.png,1236,선풀솜나물,Gamochaeta calviceps,Asteraceae,,보통,미납품
1237_선현호색.png,1237,선현호색,Corydalis ohii,Fumariaceae,,귀함,미납품
1238_설령쥐오줌풀.png,1238,설령쥐오줌풀,Valeriana amurensis,Valerianaceae,,귀함,미납품
1239_섬강개갓냉이.png,1239,섬강개갓냉이,Rorippa apetala,Brassicaceae,,귀함,미납품
1240_섬개벚나무.png,1240,섬개벚나무,Prunus buergeriana,Rosaceae,,보통,미납품
1241_섬곽향.png,1241,섬곽향,Teucrium viscidum,Lamiaceae,7~10월,보통,미납품
1242_섬국수나무.png,1242,섬국수나무,Spiraea insularis,Rosaceae,,보통,미납품
1243_섬까치수염.png,1243,섬까치수염,Lysimachia acroadenia,Primulaceae,,귀함,미납품
1244_섬노루귀.png,1244,섬노루귀,Hepatica maxima,Ranunculaceae,,보통,미납품
1245_섬노린재나무.png,1245,섬노린재나무,Symplocos coreana,Symplocaceae,,보통,미납품
1246_섬다래.png,1246,섬다래,Actinidia rufa,Actinidiaceae,,보통,미납품
1247_섬딸기.png,1247,섬딸기,Rubus ribisoideus,Rosaceae,,보통,미납품
1248_섬말나리.png,1248,섬말나리,Lilium hansonii,Liliaceae,,보통,미납품
1249_섬벚나무.png,1249,섬벚나무,Prunus takesimensis,Rosaceae,,흔함,미납품
1250_섬사철란.png,1250,섬사철란,Goodyera henryi,Orchidaceae,,보통,미납품
1251_섬시호.png,1251,섬시호,Bupleurum latissimum,Apiaceae,,보통,미납품
1252_섬쑥부쟁이.png,1252,섬쑥부쟁이,Aster pseudoglehnii,Asteraceae,,귀함,미납품
1253_섬쥐똥나무.png,1253,섬쥐똥나무,Ligustrum foliosum,Oleaceae,8월,보통,미납품
1254_섬현호색.png,1254,섬현호색,Corydalis filistipes,Fumariaceae,,보통,미납품
1255_성널수국.png,1255,성널수국,Hydrangea luteovenosa,Saxifragaceae,,귀함,미납품
1256_성주풀.png,1256,성주풀,Centranthera cochinchinensis,Scrophulariaceae,,귀함,미납품
1257_세바람꽃.png,1257,세바람꽃,Anemone stolonifera,Ranunculaceae,,보통,미납품
1258_세복수초.png,1258,세복수초,Adonis multiflora,Ranunculaceae,3~4월,보통,미납품
1259_세뿔여뀌.png,1259,세뿔여뀌,Persicaria debilis,Polygonaceae,,보통,미납품
1260_세뿔투구꽃.png,1260,세뿔투구꽃,Aconitum austrokoreense,Ranunculaceae,,보통,미납품
1261_세손이.png,1261,세손이,Lindera triloba,Lauraceae,,귀함,미납품
1262_세수염마름.png,1262,세수염마름,Trapella sinensis,Pedaliaceae,,보통,미납품
1263_세열미국쥐손이.png,1263,세열미국쥐손이,Geranium dissectum,Geraniaceae,,귀함,미납품
1264_세열유럽쥐손이.png,1264,세열유럽쥐손이,Erodium cicutarium,Geraniaceae,,보통,미납품
1265_세이지.png,1265,세이지,Salvia officinalis,Lamiaceae,,귀함,미납품
1266_세잎꿩의비름.png,1266,세잎꿩의비름,Hylotelephium verticillatum,Crassulaceae,8~9월,보통,미납품
1267_세잎솜대.png,1267,세잎솜대,Maianthemum trifolium,Liliaceae,,귀함,미납품
1268_세잎승마.png,1268,세잎승마,Actaea bifida,Ranunculaceae,5~9월,보통,미납품
1269_세잎양지꽃.png,1269,세잎양지꽃,Potentilla freyniana,Rosaceae,4~5월,흔함,미납품
1270_세잎종덩굴.png,1270,세잎종덩굴,Clematis koreana,Ranunculaceae,6~9월,흔함,미납품
1271_세잎쥐손이.png,1271,세잎쥐손이,Geranium wilfordii,Geraniaceae,8~9월,흔함,미납품
1272_세포큰조롱.png,1272,세포큰조롱,Vincetoxicum volubile,Apocynaceae,,귀함,미납품
1273_소경불알.png,1273,소경불알,Codonopsis ussuriensis,Campanulaceae,,보통,미납품
1274_소래풀.png,1274,소래풀,Orychophragmus violaceus,Brassicaceae,3~5월,보통,미납품
1275_소리쟁이.png,1275,소리쟁이,Rumex crispus,Polygonaceae,4~7월,흔함,미납품
1276_소엽맥문동.png,1276,소엽맥문동,Ophiopogon japonicus,Liliaceae,4~9월,흔함,미납품
1277_소엽풀.png,1277,소엽풀,Limnophila aromatica,Scrophulariaceae,,귀함,미납품
1278_소태나무.png,1278,소태나무,Picrasma quassioides,Simaroubaceae,5~8월,흔함,미납품
1279_속단아재비.png,1279,속단아재비,Paraphlomis koreana,Lamiaceae,,귀함,미납품
1280_속속이풀.png,1280,속속이풀,Rorippa palustris,Brassicaceae,,흔함,미납품
1281_손바닥난초.png,1281,손바닥난초,Gymnadenia conopsea,Orchidaceae,,보통,미납품
1282_솔나리.png,1282,솔나리,Lilium cernuum,Liliaceae,7월,보통,미납품
1283_솔붓꽃.png,1283,솔붓꽃,Iris ruthenica,Iridaceae,,귀함,미납품
1284_솔인진.png,1284,솔인진,Ajania pallasiana,Asteraceae,,귀함,미납품
1285_솔잎잔대.png,1285,솔잎잔대,Adenophora gmelinii,Campanulaceae,,보통,미납품
1286_솔잎해란초.png,1286,솔잎해란초,Nuttallanthus canadensis,Scrophulariaceae,,귀함,미납품
1287_솔체꽃.png,1287,솔체꽃,Scabiosa comosa,Dipsacaceae,8~9월,흔함,미납품
1288_솜다리.png,1288,솜다리,Leontopodium coreanum,Asteraceae,,보통,미납품
1289_솜방망이.png,1289,솜방망이,Tephroseris kirilowii,Asteraceae,4~5월,흔함,미납품
